TERM|CRN|SUBJ|CRSE#|SEC|TITLE|CR|DISTR|PROJ|COMMENT|INSTR1|INSTR2|PTRM|DESC1|TIME1|DAYS1|BLDG_RM1|DESC2|TIME2|DAYS2|BLDG_RM2
201704|16790|THEA|180|01|Honors Thesis Preparation|1|HU|12|See Dept Admin Asst to register. Prep in Acting, Directing, Playwrtg, Design, Dramaturgy, Performance.|STAFF||1|Thesis|||TBA||||
201704|16791|THEA|181|01|Honors Thesis Production|1|HU|12|See Dept Admin Asst to register. Prod in Acting, Directing, Playwrtg, Design, Dramaturgy, Performance.|STAFF||1|Research Project|||TBA||||
201704|16594|THEA|001A|01|Introduction to Theater|1|HU|35||Saunders, Matthew||1|Course|1:15pm-4:00pm|W|Kohlberg 116||||
201704|11214|THEA|002A|01|Acting I|1|HU|25||Torra, Alex||1|Performance|1:15pm-3:15pm|T|Matchbox KUSTUDIO|Performance|4:15pm-6:15pm|T|Matchbox KUSTUDIO
201704|15644|THEA|002A|02|Acting I|1|HU|25|Open to First Year students.|Torra, Alex||1|Performance|1:15pm-3:15pm|M|Matchbox KUSTUDIO|Performance|4:15pm-6:15pm|M|Matchbox KUSTUDIO
201704|11049|THEA|002C|01|Spec Proj: Acting|1|HU|15|By individual arrangement with Instructor. Not available for web registration.|STAFF||1||||TBA||||
201704|11582|THEA|004B|01|Lighting Design|1|HU|8||Murphy, James||1|Studio Course|1:00pm-3:45pm|M|Lang Perf Arts Ctr 310|Lab|4:15pm-6:15pm|M|Lang Perf Arts Ctr FREAR
201704|15168|THEA|004C|01|Costume Design|1|HU|8||Swanson, Laila||1|Lab|1:15pm-3:55pm|TTH|Lang Perf Arts Ctr 16|Studio Course|1:15pm-3:55pm|T|Lang Perf Arts Ctr 310
201704|16595|THEA|005B|01|The Art of the American Musica|1|HU|35|Cross-listed with MUSI 005D and ENGL 095A.|Glover, Eric||1|Course|2:15pm-5:15pm|F|Lang Music Building 407||||
201704|16598|THEA|011A|01|FYS: Carnvl Cultu Mdrn Eur (W)|1|HU, W|12|Cross-listed with MUSI 002 and DANC 002.|Sabee, Olivia||1|FY Seminar|11:30am-12:20pm|MWF|Lang Music Building 204||||
201704|13779|THEA|012A|01|Intrmd Spec Proj: Acting|0.5||10|By individual arrangement with Instructor. Not available for web registration.|STAFF||1||||TBA||||
201704|14579|THEA|014E|01|Spec Proj: Sound Design|1|HU|5|By individual arrangement with instructor. Not available for web registration.|STAFF||1||||TBA||||
201704|14581|THEA|034A|01|Spec Proj: Intrmd Set Design|1|HU|15|By individual arrangement with instructor. Not available for web registration.|STAFF||1||||TBA||||
201704|14584|THEA|034D|01|Spec Proj: Intrmd Media Dsgn|1|HU|15|By individual arrangement with instructor. Not available for web registration.|STAFF||1||||TBA||||
201704|15608|THEA|102A|01|Capstone in Acting- Honors|1|HU|12||STAFF||1|Performance|1:00pm-4:00pm|M|Lang Perf Arts Ctr 309||||
